"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"scherfig's light-hearted [[profile]] of [[emotional]] [[desperation]] is achingly [[honest]] and [[delightfully]] [[cheeky]] .","scherfig's light-hearted [[described]] of [[affective]] [[bewilderment]] is achingly [[cordial]] and [[wickedly]] [[inconsiderate]] .",0.00024265050888061523,0.0020055770874023438,1,1,1,196,"Failed"
"a journey spanning [[nearly]] [[three]] [[decades]] of bittersweet camaraderie and history , in which we [[feel]] that we [[truly]] [[know]] what [[makes]] holly and marina [[tick]] , and our hearts go out to them as both [[continue]] to [[negotiate]] their [[imperfect]] , love-hate relationship .","a journey spanning [[scarcely]] [[five]] [[years]] of bittersweet camaraderie and history , in which we [[thought]] that we [[actually]] [[knowledge]] what [[ai]] holly and marina [[check]] , and our hearts go out to them as both [[constants]] to [[godsend]] their [[awry]] , love-hate relationship .",0.00020331144332885742,0.5057801008224487,1,0,1,317,"Successful"
"the [[wonderfully]] lush morvern callar is pure punk existentialism , and ms . ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh's book trainspotting .","the [[appallingly]] lush morvern callar is pure punk existentialism , and ms . ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh's book trainspotting .",0.00016486644744873047,0.9343979954719543,1,0,1,62,"Successful"
"as it turns out , you can go [[home]] again .","as it turns out , you can go [[homing]] again .",0.023181676864624023,0.5848314762115479,1,0,1,33,"Successful"
"you've already [[seen]] [[city]] by the [[sea]] under a [[variety]] of [[titles]] , but it's [[worth]] yet another [[visit]] .","you've already [[vu]] [[mayor]] by the [[marin]] under a [[multi]] of [[headlines]] , but it's [[amounting]] yet another [[consulted]] .",0.0004222989082336426,0.9686506986618042,1,0,1,175,"Successful"
"this kind of hands-on [[storytelling]] is ultimately what [[makes]] [[shanghai]] [[ghetto]] move beyond a [[good]] , dry , [[reliable]] [[textbook]] and what [[allows]] it to rank with its [[worthy]] predecessors .","this kind of hands-on [[myths]] is ultimately what [[payer]] [[mandarin]] [[hood]] move beyond a [[buena]] , dry , [[credible]] [[handbook]] and what [[licensed]] it to rank with its [[legitimate]] predecessors .",0.0003287792205810547,0.6487137079238892,1,0,1,255,"Successful"
"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .","making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .",0.5916913747787476,0.5916913747787476,0,0,1,1,"Skipped"
"grown-up quibbles are beside the point here . the little girls understand , and [[mccracken]] [[knows]] that's all that [[matters]] .","grown-up quibbles are beside the point here . the little girls understand , and [[purdy]] [[understanding]] that's all that [[matter]] .",0.004151821136474609,0.5439121127128601,1,0,1,85,"Successful"
"a powerful , chilling , and affecting [[study]] of one man's dying [[fall]] .","a powerful , chilling , and affecting [[scrutinized]] of one man's dying [[declined]] .",0.00026792287826538086,0.996089518070221,1,0,1,105,"Successful"
"this is a fascinating film because there is no clear-cut hero and no all-out villain .","this is a fascinating film because there is no clear-cut hero and no all-out villain .",0.9985206127166748,0.9985206127166748,0,0,1,1,"Skipped"
"a dreadful day in irish history is given passionate , if [[somewhat]] [[flawed]] , treatment .","a dreadful day in irish history is given passionate , if [[abundantly]] [[tainted]] , treatment .",0.0001678466796875,0.5106401443481445,1,0,1,41,"Successful"
". . . a [[good]] film that must have baffled the folks in the marketing department .",". . . a [[advisable]] film that must have baffled the folks in the marketing department .",0.00038999319076538086,0.9988405704498291,1,0,1,33,"Successful"
". . . is funny in the [[way]] that [[makes]] you ache with [[sadness]] ( the [[way]] [[chekhov]] is funny ) , [[profound]] without ever being self-important , [[warm]] without ever [[succumbing]] to [[sentimentality]] .",". . . is funny in the [[course]] that [[contributing]] you ache with [[dismay]] ( the [[arteries]] [[gogol]] is funny ) , [[root]] without ever being self-important , [[warmed]] without ever [[succumb]] to [[bunch]] .",0.00023919343948364258,0.9136160016059875,1,0,1,237,"Successful"
"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking .","devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking .",0.9879642724990845,0.9879642724990845,0,0,1,1,"Skipped"
"a soul-stirring documentary about the [[israeli]]/[[palestinian]] [[conflict]] as [[revealed]] through the [[eyes]] of some [[children]] who [[remain]] [[curious]] about [[each]] other against all odds .","a soul-stirring documentary about the [[mossad]]/[[israelis]] [[squabbles]] as [[unveils]] through the [[stare]] of some [[kid]] who [[permanence]] [[nosey]] about [[every]] other against all odds .",0.00013756752014160156,0.9889997243881226,1,0,1,276,"Successful"
"what's so striking about jolie's [[performance]] is that she never lets her character become a caricature -- not even with that radioactive hair .","what's so striking about jolie's [[perform]] is that she never lets her character become a caricature -- not even with that radioactive hair .",0.23043090105056763,0.533226490020752,1,0,1,34,"Successful"
"the main story . . . is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish .","the main story . . . is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish .",0.99849933385849,0.99849933385849,0,0,1,1,"Skipped"
"the performances are [[immaculate]] , with roussillon providing comic relief .","the performances are [[unspoiled]] , with roussillon providing comic relief .",0.00044661760330200195,0.8519951701164246,1,0,1,26,"Successful"
"kinnear . . . gives his [[best]] screen performance with an oddly winning portrayal of one of life's ultimate losers .","kinnear . . . gives his [[higher]] screen performance with an oddly winning portrayal of one of life's ultimate losers .",0.0006535649299621582,0.709100604057312,1,0,1,44,"Successful"
"hugh grant , who has a good line in charm , has never been more [[charming]] than in about a boy .","hugh grant , who has a good line in charm , has never been more [[charmer]] than in about a boy .",0.2611123323440552,0.5538821220397949,1,0,1,50,"Successful"
"there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that [[permeates]] the script .","there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that [[infiltrates]] the script .",0.005208313465118408,0.7501780986785889,1,0,1,45,"Successful"
"reminiscent of alfred hitchcock's thrillers , most of the scary parts in 'signs' occur while waiting for [[things]] to happen .","reminiscent of alfred hitchcock's thrillers , most of the scary parts in 'signs' occur while waiting for [[point]] to happen .",0.20835202932357788,0.5921335220336914,1,0,1,53,"Successful"
"one of the best looking and stylish [[animated]] [[movies]] in [[quite]] a while . . .","one of the best looking and stylish [[promoted]] [[kino]] in [[awfully]] a while . . .",0.0003274679183959961,0.5472735166549683,1,0,1,121,"Successful"
"its use of the thriller [[form]] to [[examine]] the labyrinthine [[ways]] in which people's lives cross and change , buffeted by events seemingly out of their [[control]] , is intriguing , provocative [[stuff]] .","its use of the thriller [[forman]] to [[discuss]] the labyrinthine [[pathways]] in which people's lives cross and change , buffeted by events seemingly out of their [[surveillance]] , is intriguing , provocative [[dope]] .",0.0001723766326904297,0.5612590312957764,1,0,1,184,"Successful"
"denver should not get the first and last look at one of the most triumphant [[performances]] of vanessa redgrave's [[career]] . it [[deserves]] to be [[seen]] everywhere .","denver should not get the first and last look at one of the most triumphant [[spectacles]] of vanessa redgrave's [[errand]] . it [[deserved]] to be [[experimented]] everywhere .",0.0002887845039367676,0.5370035767555237,1,0,1,92,"Successful"
"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the [[emotional]] depth of haynes' work . [[though]] haynes' style apes films from the [[period]] . . . its message is not rooted in that [[decade]] .","you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the [[psychiatric]] depth of haynes' work . [[unless]] haynes' style apes films from the [[schedule]] . . . its message is not rooted in that [[ten]] .",0.0002986788749694824,0.9765399098396301,1,0,1,98,"Successful"
"[[waiting]] for godard can be fruitful : 'in praise of love' is the director's epitaph for himself .","[[hoping]] for godard can be fruitful : 'in praise of love' is the director's epitaph for himself .",0.0034539103507995605,0.7046450972557068,1,0,1,46,"Successful"
"a gangster movie with the capacity to [[surprise]] .","a gangster movie with the capacity to [[stupor]] .",0.0012485980987548828,0.9601386189460754,1,0,1,53,"Successful"
"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are [[worth]] the price of admission . . . if "" gory mayhem "" is your idea of a good time .","the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are [[pena]] the price of admission . . . if "" gory mayhem "" is your idea of a good time .",0.004441499710083008,0.6143802404403687,1,0,1,24,"Successful"
"if not a home [[run]] , then at least a solid base hit .","if not a home [[executive]] , then at least a solid base hit .",0.383436918258667,0.7146676778793335,1,0,1,41,"Successful"
"goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .","goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .",0.5273575186729431,0.5273575186729431,0,0,1,1,"Skipped"
". . . a fairly disposable yet still [[entertaining]] b picture .",". . . a fairly disposable yet still [[fooling]] b picture .",0.06400126218795776,0.9991015791893005,1,0,1,36,"Successful"
"it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly [[rewarding]] .","it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly [[bounties]] .",0.00021284818649291992,0.8940235376358032,1,0,1,46,"Successful"
"the [[film]] [[truly]] does rescue [the funk [[brothers]]] from motown's [[shadows]] . it's about time .","the [[cinemas]] [[candidly]] does rescue [the funk [[sorority]]] from motown's [[sunglasses]] . it's about time .",0.00039690732955932617,0.5606513023376465,1,0,1,137,"Successful"
"drawing on an irresistible , languid romanticism , byler [[reveals]] the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .","drawing on an irresistible , languid romanticism , byler [[betrays]] the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",0.00020247697830200195,0.9493442177772522,1,0,1,65,"Successful"
"works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .","works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",0.98111891746521,0.98111891746521,0,0,1,1,"Skipped"
"[scherfig] has [[made]] a movie that will leave you wondering about the characters' [[lives]] after the clever credits [[roll]] .","[scherfig] has [[put]] a movie that will leave you wondering about the characters' [[llfe]] after the clever credits [[spools]] .",0.00034487247467041016,0.6989707946777344,1,0,1,126,"Successful"
"a heady , biting , be-bop [[ride]] through [[nighttime]] [[manhattan]] , a loquacious videologue of the [[modern]] male and the [[lengths]] to which he'll [[go]] to [[weave]] a [[protective]] [[cocoon]] around his [[own]] ego .","a heady , biting , be-bop [[traveling]] through [[laila]] [[westchester]] , a loquacious videologue of the [[upgraded]] male and the [[time]] to which he'll [[proceed]] to [[fleece]] a [[precautionary]] [[worm]] around his [[proprietary]] ego .",0.0004684925079345703,0.6263405084609985,1,0,1,190,"Successful"
"skin of man gets a [[few]] cheap shocks from its kids-in-peril theatrics , but it also [[taps]] into the primal [[fears]] of young people trying to cope with the mysterious and brutal nature of adults .","skin of man gets a [[unassuming]] cheap shocks from its kids-in-peril theatrics , but it also [[applause]] into the primal [[scare]] of young people trying to cope with the mysterious and brutal nature of adults .",0.0001977086067199707,0.9911747574806213,1,0,1,81,"Successful"
"the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a [[cool]] distance from its material that is deliberately unsettling .","the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a [[peachy]] distance from its material that is deliberately unsettling .",0.0005653500556945801,0.9985761046409607,1,0,1,31,"Successful"
"as [[refreshing]] as a drink from a woodland stream .","as [[retrofit]] as a drink from a woodland stream .",0.007525384426116943,0.9963832497596741,1,0,1,36,"Successful"
"[[williams]] [[absolutely]] nails sy's queasy [[infatuation]] and overall strangeness .","[[william]] [[flatly]] nails sy's queasy [[squash]] and overall strangeness .",0.0005824565887451172,0.9440569877624512,1,0,1,88,"Successful"
"can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty [[pleasure]] ?","can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty [[amusing]] ?",0.011052250862121582,0.7264763116836548,1,0,1,20,"Successful"
"while it's nothing we haven't seen before from murphy , i [[spy]] is still [[fun]] and enjoyable and [[so]] aggressively silly that it's more than a [[worthwhile]] effort .","while it's nothing we haven't seen before from murphy , i [[spying]] is still [[recreational]] and enjoyable and [[thus]] aggressively silly that it's more than a [[satisfactory]] effort .",0.0008333921432495117,0.8631603121757507,1,0,1,123,"Successful"
"by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said [[plenty]] about how show business has infiltrated every corner of society -- and not always for the better .","by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said [[adequate]] about how show business has infiltrated every corner of society -- and not always for the better .",0.08980762958526611,0.750697672367096,1,0,1,33,"Successful"
"an intimate contemplation of two marvelously messy [[lives]] .","an intimate contemplation of two marvelously messy [[died]] .",0.0002003312110900879,0.5800790786743164,1,0,1,55,"Successful"
"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .","rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .",0.9948773384094238,0.9948773384094238,0,0,1,1,"Skipped"
"this is one of those [[rare]] docs that paints a grand picture of an era and makes the [[journey]] feel like a party .","this is one of those [[scant]] docs that paints a grand picture of an era and makes the [[voyage]] feel like a party .",0.00020879507064819336,0.9237949252128601,1,0,1,58,"Successful"
"[[poignant]] if familiar story of a young person suspended between two cultures .","[[disheartening]] if familiar story of a young person suspended between two cultures .",0.0001811385154724121,0.9996364712715149,1,0,1,45,"Successful"
"a metaphor for a modern-day [[urban]] china [[searching]] for its [[identity]] .","a metaphor for a modern-day [[stadt]] china [[investigative]] for its [[characterization]] .",0.002469003200531006,0.9633846879005432,1,0,1,71,"Successful"
"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a [[sterling]] [[ensemble]] cast .","for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a [[ravishing]] [[total]] cast .",0.0003305673599243164,0.5016444325447083,1,0,1,36,"Successful"
"an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't [[try]] to .","an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't [[endeavours]] to .",0.0017213821411132812,0.6340570449829102,1,0,1,61,"Successful"
"the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of [[authority]] .","the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of [[authorizing]] .",0.00923842191696167,0.6387765407562256,1,0,1,34,"Successful"
"despite its [[faults]] , gangs [[excels]] in spectacle and [[pacing]] .","despite its [[deficiency]] , gangs [[overwhelms]] in spectacle and [[stimulant]] .",0.0007768869400024414,0.733837366104126,1,0,1,72,"Successful"
"[[entertaining]] despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .","[[entertained]] despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .",0.03188222646713257,0.861374020576477,1,0,1,39,"Successful"
"a [[tightly]] directed , highly professional [[film]] that's old-fashioned in all the best [[possible]] ways .","a [[severely]] directed , highly professional [[imaging]] that's old-fashioned in all the best [[prospective]] ways .",0.0002594590187072754,0.9982951879501343,1,0,1,129,"Successful"
"it's [[dark]] but has [[wonderfully]] funny moments ; you care about the characters ; and the action and special effects are first-rate .","it's [[dismal]] but has [[unbelievably]] funny moments ; you care about the characters ; and the action and special effects are first-rate .",0.0003349781036376953,0.5874353647232056,1,0,1,100,"Successful"
"in visual fertility treasure planet [[rivals]] the top japanese animations of recent vintage .","in visual fertility treasure planet [[hostiles]] the top japanese animations of recent vintage .",0.004092097282409668,0.9993601441383362,1,0,1,52,"Successful"
"[[enormously]] [[enjoyable]] , high-adrenaline [[documentary]] .","[[impossibly]] [[tasty]] , high-adrenaline [[typed]] .",0.0004481673240661621,0.9933302998542786,1,0,1,111,"Successful"
"buy is an accomplished actress , and this is a big , [[juicy]] role .","buy is an accomplished actress , and this is a big , [[crusty]] role .",0.0015747547149658203,0.9761934876441956,1,0,1,15,"Successful"
"it [[works]] its [[magic]] with such exuberance and [[passion]] that the film's [[length]] becomes a [[part]] of its [[fun]] .","it [[working]] its [[sorcery]] with such exuberance and [[thrills]] that the film's [[durability]] becomes a [[parti]] of its [[kidding]] .",0.0005319714546203613,0.9556191563606262,1,0,1,198,"Successful"
"[[beautifully]] crafted and [[brutally]] [[honest]] , [[promises]] [[offers]] an unexpected [[window]] into the complexities of the middle east struggle and into the [[humanity]] of its people .","[[appallingly]] crafted and [[disgracefully]] [[veritable]] , [[undertaking]] [[offered]] an unexpected [[glazing]] into the complexities of the middle east struggle and into the [[humanities]] of its people .",0.0002116560935974121,0.999352753162384,1,0,1,228,"Successful"
"an old-fashioned but emotionally [[stirring]] adventure tale of the kind they rarely make anymore .","an old-fashioned but emotionally [[irate]] adventure tale of the kind they rarely make anymore .",0.00030410289764404297,0.9996671676635742,1,0,1,59,"Successful"
"charlotte sometimes is a gem . it's always [[enthralling]] .","charlotte sometimes is a gem . it's always [[hallucinatory]] .",0.0004767179489135742,0.7884401679039001,1,0,1,45,"Successful"
"in my opinion , [[analyze]] that is not as funny or entertaining as [[analyze]] this , but it is a respectable sequel .","in my opinion , [[scrutinize]] that is not as funny or entertaining as [[considering]] this , but it is a respectable sequel .",0.010358035564422607,0.8228511214256287,1,0,1,94,"Successful"
"a [[remarkable]] film by bernard rose .","a [[unbelievable]] film by bernard rose .",0.0006244778633117676,0.8727924227714539,1,0,1,46,"Successful"
"zhuangzhuang creates [[delicate]] balance of style , text , and subtext that's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .","zhuangzhuang creates [[precarious]] balance of style , text , and subtext that's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",0.0006281733512878418,0.7013076543807983,1,0,1,60,"Successful"
"a [[much]] more [[successful]] translation than its most famous [[previous]] film adaptation , writer-director anthony friedman's similarly updated 1970 british production .","a [[severely]] more [[succeeded]] translation than its most famous [[elderly]] film adaptation , writer-director anthony friedman's similarly updated 1970 british production .",0.0003769397735595703,0.9922087788581848,1,0,1,108,"Successful"
"an [[original]] and highly cerebral [[examination]] of the [[psychopathic]] mind","an [[rudimentary]] and highly cerebral [[inspection]] of the [[lunatic]] mind",0.0003083944320678711,0.9976626634597778,1,0,1,79,"Successful"
"michel piccoli's [[moving]] performance is this films reason for being .","michel piccoli's [[transfered]] performance is this films reason for being .",0.00017011165618896484,0.9910590648651123,1,0,1,54,"Successful"
"a [[captivating]] and intimate [[study]] about dying and [[loving]] . . .","a [[hallucinatory]] and intimate [[analysing]] about dying and [[cared]] . . .",0.00013756752014160156,0.9991751313209534,1,0,1,108,"Successful"
"this is an elegantly [[balanced]] [[movie]] -- every member of the ensemble has something fascinating to do -- that doesn't [[reveal]] even a hint of artifice .","this is an elegantly [[balances]] [[cine]] -- every member of the ensemble has something fascinating to do -- that doesn't [[shown]] even a hint of artifice .",0.0006039142608642578,0.9562034606933594,1,0,1,73,"Successful"
"[grant] goes beyond his usual fluttering and stammering and [[captures]] the [[soul]] of a man in pain who gradually comes to recognize it and deal with it .","[grant] goes beyond his usual fluttering and stammering and [[incarcerate]] the [[geist]] of a man in pain who gradually comes to recognize it and deal with it .",0.00019747018814086914,0.5307053327560425,1,0,1,80,"Successful"
"a high-spirited buddy [[movie]] about the reunion of berlin [[anarchists]] who [[face]] [[arrest]] 15 [[years]] after their [[crime]] .","a high-spirited buddy [[photographed]] about the reunion of berlin [[anarchism]] who [[facial]] [[intercepted]] 15 [[olds]] after their [[violation]] .",0.0001398324966430664,0.52142333984375,1,0,1,224,"Successful"
"about the best thing you could say about narc is that it's a rock-solid [[little]] genre [[picture]] . whether you like it or not is basically a matter of taste .","about the best thing you could say about narc is that it's a rock-solid [[scant]] genre [[pictured]] . whether you like it or not is basically a matter of taste .",0.0004120469093322754,0.9840844869613647,1,0,1,45,"Successful"
"an involving , inspirational drama that [[sometimes]] falls prey to its sob-story trappings .","an involving , inspirational drama that [[fluently]] falls prey to its sob-story trappings .",0.00045931339263916016,0.9801264405250549,1,0,1,36,"Successful"
"some of the most inventive silliness you are likely to witness in a movie theatre for some time .","some of the most inventive silliness you are likely to witness in a movie theatre for some time .",0.9855858683586121,0.9855858683586121,0,0,1,1,"Skipped"
"canadian filmmaker gary burns' [[inventive]] and mordantly humorous take on the soullessness of work in the [[city]] .","canadian filmmaker gary burns' [[fanciful]] and mordantly humorous take on the soullessness of work in the [[midtown]] .",0.00023120641708374023,0.7152054309844971,1,0,1,70,"Successful"
"a rollicking [[ride]] , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .","a rollicking [[wrinkle]] , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",0.0015110969543457031,0.9932213425636292,1,0,1,53,"Successful"
"everyone's [[insecure]] in [[lovely]] and amazing , a [[poignant]] and wryly [[amusing]] [[film]] about [[mothers]] , [[daughters]] and their [[relationships]] .","everyone's [[undefended]] in [[awesome]] and amazing , a [[disheartening]] and wryly [[fun]] [[theaters]] about [[pregnancy]] , [[girls]] and their [[ratio]] .",0.00014853477478027344,0.6050989627838135,1,0,1,274,"Successful"
"the [[closest]] thing to the [[experience]] of space travel","the [[shuts]] thing to the [[expertise]] of space travel",0.00577622652053833,0.7379101514816284,1,0,1,66,"Successful"
"full of [[surprises]] .","full of [[stumped]] .",0.0006740093231201172,0.9694823622703552,1,0,1,21,"Successful"
"connoisseurs of chinese film will be pleased to [[discover]] that tian's meticulous talent has not [[withered]] during his enforced hiatus .","connoisseurs of chinese film will be pleased to [[excavated]] that tian's meticulous talent has not [[sinews]] during his enforced hiatus .",0.010149598121643066,0.5013450384140015,1,0,1,93,"Successful"
"if you can push on through the slow spots , you'll be rewarded with some [[fine]] acting .","if you can push on through the slow spots , you'll be rewarded with some [[good]] acting .",0.24841052293777466,0.624923825263977,1,0,1,27,"Successful"
"an [[unusually]] dry-eyed , even analytical approach to material that is generally played for maximum moisture .","an [[alarmingly]] dry-eyed , even analytical approach to material that is generally played for maximum moisture .",0.0010532736778259277,0.9871019124984741,1,0,1,40,"Successful"
"symbolically , warm water under a red [[bridge]] is a [[celebration]] of feminine energy , a [[tribute]] to the power of women to heal .","symbolically , warm water under a red [[flyover]] is a [[ceremonial]] of feminine energy , a [[thanks]] to the power of women to heal .",0.013426244258880615,0.5227566957473755,1,0,1,135,"Successful"
"[[spy]] kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie .","[[bugging]] kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie .",0.054247498512268066,0.9664772152900696,1,0,1,24,"Successful"
"exceptionally [[well]] acted by [[diane]] lane and richard gere .","exceptionally [[weil]] acted by [[tamara]] lane and richard gere .",0.0016699433326721191,0.6231437921524048,1,0,1,47,"Successful"
"like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one tough rock .","like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one tough rock .",0.9394428730010986,0.9394428730010986,0,0,1,1,"Skipped"
"in [[addition]] to scoring high for originality of plot -- putting [[together]] familiar themes of family , [[forgiveness]] and love in a new [[way]] -- lilo & [[stitch]] [[has]] a number of other assets to [[commend]] it to [[movie]] audiences both innocent and jaded .","in [[adds]] to scoring high for originality of plot -- putting [[collectively]] familiar themes of family , [[sorry]] and love in a new [[routing]] -- lilo & [[sewn]] [[had]] a number of other assets to [[complimented]] it to [[stills]] audiences both innocent and jaded .",0.00024622678756713867,0.5154125690460205,1,0,1,250,"Successful"
"miller has crafted an [[intriguing]] story of maternal instincts and misguided acts of affection .","miller has crafted an [[outlandish]] story of maternal instincts and misguided acts of affection .",0.0006309151649475098,0.9997270703315735,1,0,1,36,"Successful"
"one of the most [[exciting]] [[action]] [[films]] to come out of [[china]] in [[recent]] [[years]] .","one of the most [[ravishing]] [[act]] [[cinematographer]] to come out of [[chinese]] in [[final]] [[older]] .",0.00044864416122436523,0.9482048749923706,1,0,1,159,"Successful"
"this is a nervy , risky [[film]] , and villeneuve [[has]] inspired croze to give herself over completely to the tormented persona of bibi .","this is a nervy , risky [[cinematographers]] , and villeneuve [[hectare]] inspired croze to give herself over completely to the tormented persona of bibi .",0.0002282261848449707,0.6366431713104248,1,0,1,75,"Successful"
"my little eye is the [[best]] little "" [[horror]] "" movie i've seen in years .","my little eye is the [[noblest]] little "" [[indignation]] "" movie i've seen in years .",0.0013430118560791016,0.9467353820800781,1,0,1,69,"Successful"
"tunney , brimming with coltish , neurotic energy , holds the screen like a [[true]] star .","tunney , brimming with coltish , neurotic energy , holds the screen like a [[presentable]] star .",0.0053795576095581055,0.9161399006843567,1,0,1,39,"Successful"
"even if the naipaul [[original]] remains the [[real]] masterpiece , the [[movie]] possesses its own languorous [[charm]] .","even if the naipaul [[premiere]] remains the [[actual]] masterpiece , the [[cinemas]] possesses its own languorous [[ravishing]] .",0.0006338953971862793,0.5211045742034912,1,0,1,112,"Successful"
"[the film] tackles the topic of [[relationships]] in such a straightforward , emotionally [[honest]] [[manner]] that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or [[quietly]] [[hopeful]] .","[the film] tackles the topic of [[reports]] in such a straightforward , emotionally [[franko]] [[modus]] that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or [[smugly]] [[promising]] .",0.00032317638397216797,0.5815163254737854,1,0,1,171,"Successful"
"[[sometimes]] we feel as if the film careens from one [[colorful]] [[event]] to another without respite , but sometimes it must have seemed to frida kahlo as if her [[life]] did , too .","[[sometime]] we feel as if the film careens from one [[sumptuous]] [[demonstrations]] to another without respite , but sometimes it must have seemed to frida kahlo as if her [[llfe]] did , too .",0.0011664032936096191,0.6625430583953857,1,0,1,111,"Successful"
"the [[strength]] of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .","the [[strenght]] of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .",0.0003368854522705078,0.7031762599945068,1,0,1,46,"Successful"
"[[like]] the [[series]] , the movie is [[funny]] , smart , [[visually]] [[inventive]] , and most of all , [[alive]] .","[[adore]] the [[serials]] , the movie is [[fun]] , smart , [[aesthetically]] [[resourcefulness]] , and most of all , [[boisterous]] .",0.0003800392150878906,0.8942384719848633,1,0,1,97,"Successful"
"it was filled with shootings , beatings , and more cussing than you could shake a stick at .","it was filled with shootings , beatings , and more cussing than you could shake a stick at .",0.5244630575180054,0.5244630575180054,0,0,1,1,"Skipped"
"you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .","you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .",0.9938008189201355,0.9938008189201355,0,0,1,1,"Skipped"
"sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight [[mile]] , better judgment be damned .","sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight [[klicks]] , better judgment be damned .",0.467964231967926,0.9349648952484131,1,0,1,35,"Successful"
"[[time]] out is as [[serious]] as a pink slip . and more than that , it's an [[observant]] , unfussily poetic [[meditation]] about [[identity]] and alienation .","[[timing]] out is as [[severe]] as a pink slip . and more than that , it's an [[alerted]] , unfussily poetic [[meditate]] about [[ids]] and alienation .",0.00023132562637329102,0.53995680809021,1,0,1,95,"Successful"
"will assuredly rank as one of the [[cleverest]] , most deceptively amusing comedies of the year .","will assuredly rank as one of the [[dullest]] , most deceptively amusing comedies of the year .",0.01649099588394165,0.9947933554649353,1,0,1,55,"Successful"
"maryam is a [[small]] film , but it offers large rewards .","maryam is a [[tiniest]] film , but it offers large rewards .",0.011517763137817383,0.8035037517547607,1,0,1,46,"Successful"
